"ID","Title","Total Prep and Cook Time","Servings","Source URL","Spoonacular URL"
639957,"Colorful Tomato and Spinach Seafood Pasta",20,2,"http://www.foodista.com/recipe/CTD7FW43/colorful-tomato-and-spinach-seafood-pasta","https://spoonacular.com/colorful-tomato-and-spinach-seafood-pasta-639957"
